iter	RMSE
742	20.8489676
743	20.84430559
744	20.84083034
745	20.8227888
746	20.78520379
747	20.76784903
748	20.76087093
749	20.75384479
750	20.74102492
751	20.72881963
752	20.72014276
753	20.70544575
754	20.65270117
755	20.6353186
756	20.62167821
757	20.59039464
758	20.58228114
759	20.57345437
760	20.52273498
761	20.50884929
762	20.48669276
763	20.47310151
764	20.44667082
765	20.4368009
766	20.42653728
767	20.42118928
768	20.4043404
769	20.38957177
770	20.38747408
771	20.38329097
772	20.38034132
773	20.37319259
774	20.3647078
775	20.34563114
776	20.34019886
777	20.33835239
778	20.3308926
779	20.32076254
780	20.31688452
781	20.31375564
782	20.31079863
783	20.30890106
784	20.30158714
785	20.28806869
786	20.26382016
787	20.25896102
788	20.22961879
789	20.220866
790	20.21823935
791	20.21230439
792	20.20554239
793	20.20184077
794	20.19761637
795	20.18436473
796	20.16411183
797	20.15831494
798	20.15490173
799	20.1435593
800	20.13867766
801	20.11848556
802	20.11199319
803	20.10110593
804	20.07277382
805	20.06807542
806	20.06578976
807	20.05949824
808	20.05062783
809	20.00415213
810	19.99191393
811	19.98550937
812	19.97058058
813	19.95984624
814	19.95123152
815	19.94020536
816	19.93003539
817	19.91785181
818	19.90590514
819	19.89725749
820	19.87688968
821	19.86909772
822	19.86455487
823	19.85369169
824	19.85139925
825	19.83682763
826	19.82088821
827	19.81674058
828	19.81269968
829	19.80606472
830	19.80264762
831	19.79125035
832	19.77918479
833	19.7671982
834	19.75852114
835	19.7484122
836	19.74430656
837	19.73569884
838	19.72345049
839	19.71465241
840	19.70116948
841	19.6920662
842	19.67638872
843	19.67091209
844	19.66682101
845	19.65903059
846	19.65566175
847	19.64422051
848	19.63671553
849	19.62770261
850	19.6203168
851	19.61218747
852	19.59613506
853	19.5906353
854	19.58862611
855	19.57843852
856	19.57474841
857	19.56869978
858	19.56288338
859	19.55368207
860	19.55023674
861	19.54754753
862	19.53831885
863	19.52623695
864	19.51666389
865	19.51618263
866	19.50723083
867	19.50643739
868	19.50229581
869	19.49483394
870	19.49257804
871	19.48712246
872	19.47821574
873	19.47107704
874	19.45798314
875	19.45424729
876	19.44493831
877	19.43346956
878	19.42010509
879	19.41331877
880	19.40824515
881	19.40522775
882	19.39692457
883	19.39338358
884	19.38612756
885	19.38346443
886	19.36842763
887	19.35900442
888	19.35317839
889	19.34742713
890	19.33721136
891	19.32673539
892	19.31835275
893	19.31035339
894	19.30123819
895	19.29795449
896	19.29194221
897	19.2829732
898	19.272356
899	19.26972074
900	19.26355331
901	19.25684391
902	19.21282889
903	19.20233925
904	19.19705729
905	19.15468324
906	19.14401086
907	19.13680377
908	19.13098115
909	19.09501422
910	19.09100662
911	19.08445999
912	19.07842685
913	19.07678561
914	19.07105816
915	19.06667496
916	19.05942276
917	19.05225672
918	19.04310886
919	19.03890469
920	19.03456297
921	19.03186968
922	19.02326
923	19.01887601
924	18.98456401
925	18.97464543
926	18.96871076
927	18.96762241
928	18.93415837
929	18.91751519
930	18.91130646
931	18.90583067
932	18.89712262
933	18.88821292
934	18.88666799
935	18.88380521
936	18.8810899
937	18.8747478
938	18.86965956
939	18.86077477
940	18.84795587
941	18.8382057
942	18.8330112
943	18.82505641
944	18.81874638
945	18.8133396
946	18.80792075
947	18.80443292
948	18.79702623
949	18.76330722
950	18.75707107
951	18.75442084
952	18.74807473
953	18.73992113
954	18.73760916
955	18.73228443
956	18.72569342
957	18.72235401
958	18.68960576
959	18.68380572
960	18.67826737
961	18.64766299
962	18.64398365
963	18.64073561
964	18.63298367
965	18.62783316
966	18.62084668
967	18.61492138
968	18.61112367
969	18.60497154
970	18.60251841
971	18.59687795
972	18.59021043
973	18.57957512
974	18.56601364
975	18.56436005
976	18.55573673
977	18.54304231
978	18.53401115
979	18.52993624
980	18.52192031
981	18.51539449
982	18.50834074
983	18.50325767
984	18.49585465
985	18.49412356
986	18.49051824
987	18.46669155
988	18.46293774
989	18.45899467
990	18.45136003
991	18.44394261
992	18.43912867
993	18.43401618
994	18.42906387
995	18.42655475
996	18.41861573
997	18.4141733
998	18.39331433
999	18.38865919
